Title,Year,Country,First_Author_First,Predicted_First_Gender,Last_Author_First,Predicted_Last_Gender,MeSH_Clean
Surfactant therapy for acute respiratory failure after drowning: two children victim of cardiac arrest.,2009,,Lucia,female,Giovanni,male,"['Bronchoscopy', 'Child', 'Drowning', 'Fatal Outcome', 'Heart Arrest', 'Humans', 'Lung', 'Pulmonary Surfactants', 'Respiratory Insufficiency']"
"Ability of the medical priority dispatch system protocol to predict the acuity of ""unknown problem"" dispatch response levels.",2008,United States,Jeff,male,Greg,male,"['Ambulances', 'Cardiopulmonary Resuscitation', 'Clinical Protocols', 'Emergency Medical Service Communication Systems', 'Guideline Adherence', 'Health Status Indicators', 'Heart Arrest', 'Humans', 'London', 'Outcome Assessment, Health Care', 'Triage', 'Uncertainty']"
Repeated diffusion weighted imaging in comatose cardiac arrest patients with therapeutic hypothermia.,2015,United States,Chun,andy,Young,mostly_female,"['Brain', 'Coma', 'Diffusion Magnetic Resonance Imaging', 'Female', 'Heart Arrest', 'Humans', 'Hypothermia, Induced', 'Male', 'Middle Aged', 'Prognosis', 'ROC Curve', 'Retrospective Studies']"
Cardiac catheterization is associated with superior outcomes for survivors of out of hospital cardiac arrest: review and meta-analysis.,2014,Australia,Anthony,male,Darren,male,"['Aged', 'Angioplasty, Balloon, Coronary', 'Cardiac Catheterization', 'Cardiopulmonary Resuscitation', 'Coronary Angiography', 'Female', 'Humans', 'Male', 'Middle Aged', 'Out-of-Hospital Cardiac Arrest', 'Prognosis', 'Risk Assessment', 'Survival Analysis', 'Survivors', 'Time Factors', 'Treatment Outcome']"
Interobserver Variability in the Recognition of Hypoxic-Ischemic Brain Injury on Computed Tomography Soon After Out-of-Hospital Cardiac Arrest.,2020,United States,Andrew,male,Matthew,male,"['Brain Injuries', 'Humans', 'Hypoxia-Ischemia, Brain', 'Observer Variation', 'Out-of-Hospital Cardiac Arrest', 'Tomography, X-Ray Computed']"
The neuron specific enolase (NSE) ratio offers benefits over absolute value thresholds in post-cardiac arrest coma prognosis.,2018,United States,Hangyul,unknown,Karen,female,"['Biomarkers', 'Coma', 'Female', 'Glasgow Outcome Scale', 'Heart Arrest', 'Humans', 'Male', 'Middle Aged', 'Phosphopyruvate Hydratase', 'Prognosis', 'Prospective Studies', 'Survivors', 'Time Factors']"
Cardiac Arrest With ST-Segment-Elevation in V1 and V2: Differential Diagnosis.,2018,Spain,Belén,female,Jose,male,"['Angioplasty, Balloon, Coronary', 'Cardiopulmonary Resuscitation', 'Coronary Angiography', 'Coronary Occlusion', 'Diagnosis, Differential', 'Electrocardiography', 'Humans', 'Magnetic Resonance Imaging', 'Male', 'Middle Aged', 'Out-of-Hospital Cardiac Arrest', 'Predictive Value of Tests', 'ST Elevation Myocardial Infarction']"
Ultrasound in the Royal Danish Air Force Search and Rescue Helicopter: 2 Case Reports.,2017,,René,male,René,male,"['Accidents, Traffic', 'Adult', 'Aged', 'Aircraft', 'Analgesics, Opioid', 'Anticoagulants', 'Aspirin', 'Clopidogrel', 'Denmark', 'Echocardiography', 'Electrocardiography', 'Heart Arrest', 'Heparin', 'Humans', 'Male', 'Military Personnel', 'Morphine', 'Myocardial Infarction', 'Nitroglycerin', 'Platelet Aggregation Inhibitors', 'Ticlopidine', 'Ultrasonography', 'Vasodilator Agents']"
Plasma thioredoxin levels during post-cardiac arrest syndrome: relationship with severity and outcome.,2013,,Nicolas,male,Alain,male,"['Adult', 'Aged', 'Biomarkers', 'Cohort Studies', 'Female', 'Heart Arrest', 'Humans', 'Male', 'Middle Aged', 'Prospective Studies', 'Retrospective Studies', 'Severity of Illness Index', 'Survival Rate', 'Thioredoxins', 'Treatment Outcome']"
The effect of a critical care outreach service and an early warning scoring system on respiratory rate recording on the general wards.,2007,,M,unknown,K,unknown,"['Adult', 'Critical Care', 'Forms and Records Control', 'Heart Arrest', 'Humans', 'Inpatients', 'Medical Records', 'Monitoring, Physiologic', ""Patients' Rooms"", 'Prevalence', 'Respiratory Mechanics', 'Severity of Illness Index', 'United Kingdom']"
Recurrent Coronary Artery Vasospasm Complicated by Cardiac Arrests in Heart Transplant Recipient: An Unusual Enemy.,2024,Italy,Andrea,female,Andrea,female,"['Humans', 'Heart Transplantation', 'Coronary Vasospasm', 'Heart Arrest', 'Recurrence', 'Male', 'Middle Aged', 'Treatment Outcome', 'Coronary Angiography', 'Female']"
CT imaging in post-resuscitation care of non-traumatic resuscitation room patients in German hospitals.,2025,Germany,Akvile,unknown,Domagoj,male,"['Humans', 'Germany', 'Cross-Sectional Studies', 'Emergency Service, Hospital', 'Tomography, X-Ray Computed', 'Out-of-Hospital Cardiac Arrest', 'Cardiopulmonary Resuscitation', 'Surveys and Questionnaires', 'Resuscitation']"
CT perfusion for Assessment of poor Neurological outcome in Comatose Cardiac Arrest Patients (CANCCAP): protocol for a prospective study.,2023,Canada,Susan,female,Jai,male,"['Humans', 'Prospective Studies', 'Coma', 'Reproducibility of Results', 'Out-of-Hospital Cardiac Arrest', 'Tomography, X-Ray Computed', 'Brain Injuries', 'Perfusion']"
Artificial intelligence in Emergency Medical Services dispatching: assessing the potential impact of an automatic speech recognition software on stroke detection taking the Capital Region of Denmark as case in point.,2022,Denmark,Mirjam,female,Thomas,male,"['Artificial Intelligence', 'Cardiopulmonary Resuscitation', 'Denmark', 'Emergency Medical Services', 'Female', 'Humans', 'Out-of-Hospital Cardiac Arrest', 'Retrospective Studies', 'Speech Recognition Software', 'Stroke']"
Key components of a community response to out-of-hospital cardiac arrest.,2019,United States,David,male,Robert,male,"['Anti-Arrhythmia Agents', 'Cardiopulmonary Resuscitation', 'Electric Countershock', 'Emergency Medical Services', 'Epinephrine', 'Heart Massage', 'Hospitals, Special', 'Humans', 'Out-of-Hospital Cardiac Arrest', 'Survival Rate', 'Telecommunications', 'Vasoconstrictor Agents']"
Sudden-onset trismus after respiratory arrest in a patient with an acute exacerbation of hereditary angioedema.,2018,,Andrew,male,Wendy,female,"['Adult', 'Angioedemas, Hereditary', 'Heart Arrest', 'Humans', 'Laryngeal Muscles', 'Male', 'Respiratory Insufficiency', 'Trismus']"
Focused Transesophageal Echocardiography by Emergency Physicians is Feasible and Clinically Influential: Observational Results from a Novel Ultrasound Program.,2016,Canada,Robert,male,Drew,male,"['Clinical Decision-Making', 'Echocardiography, Transesophageal', 'Emergency Service, Hospital', 'Feasibility Studies', 'Female', 'Heart Arrest', 'Humans', 'Hypotension', 'Male', 'Middle Aged', 'Point-of-Care Systems', 'Retrospective Studies']"
"A rare association with suffered cardiac arrest, long QT interval, and syndactyly: Timothy syndrome (LQT-8).",2015,,Yakup,male,Volkan,male,"['Autistic Disorder', 'Child, Preschool', 'Defibrillators, Implantable', 'Diagnosis, Differential', 'Electrocardiography', 'Female', 'Heart Arrest', 'Humans', 'Long QT Syndrome', 'Syndactyly']"
"Why it may be problematic to conclude that NEWS has a greater ability to discriminate patients at risk of the combined outcome of cardiac arrest, unanticipated ICU admission or death than other EWSs.",2013,,Herwig,male,Ursula,female,"['Early Diagnosis', 'Female', 'Heart Arrest', 'Hospital Mortality', 'Humans', 'Male', 'Patient Admission', 'Risk Assessment']"
Sports-related sudden cardiac arrest in young adults.,2023,Germany,Philipp,male,Eloi,male,"['Humans', 'Male', 'Young Adult', 'Adult', 'Female', 'Cardiopulmonary Resuscitation', 'Electric Countershock', 'Coronary Artery Disease', 'Prospective Studies', 'Heart Arrest', 'Death, Sudden, Cardiac', 'Defibrillators', 'Emergency Medical Services', 'Out-of-Hospital Cardiac Arrest']"
Comparison of the prognostic value of early-phase proton magnetic resonance spectroscopy and diffusion tensor imaging with serum neuron-specific enolase at 72 h in comatose survivors of out-of-hospital cardiac arrest-a substudy of the XeHypotheca trial.,2023,Finland,Kalle,male,Timo,male,"['Humans', 'Biomarkers', 'Coma', 'Diffusion Tensor Imaging', 'Out-of-Hospital Cardiac Arrest', 'Phosphopyruvate Hydratase', 'Prognosis', 'Proton Magnetic Resonance Spectroscopy', 'Seizures', 'Survivors']"
"Causes, circumstances, and potential preventability of cardiac arrest in the young: insights from a state-wide clinical and forensic registry.",2022,Australia,Elizabeth,female,Andre,male,"['Humans', 'Cardiopulmonary Resuscitation', 'Emergency Medical Services', 'Prospective Studies', 'Retrospective Studies', 'Out-of-Hospital Cardiac Arrest', 'Registries', 'Victoria', 'Drug-Related Side Effects and Adverse Reactions']"
"Clinical characteristics, causes and predictors of outcomes in patients with in-hospital cardiac arrest: results from the SURVIVE-ARREST study.",2023,Germany,Laura,female,Peter,male,"['Humans', 'Female', 'Aged', 'Male', 'Cardiopulmonary Resuscitation', 'Percutaneous Coronary Intervention', 'Heart Arrest', 'Patient Discharge', 'Hospitals']"
"""On air"" diagnosis of sudden cardiac death with dynamic Holter ECG in glycogen storage disease type III young female.",2020,Italy,Martina,female,Vilma,female,"['Cardiomyopathy, Hypertrophic', 'Child', 'Death, Sudden, Cardiac', 'Echocardiography', 'Electrocardiography, Ambulatory', 'Fatal Outcome', 'Female', 'Glycogen Storage Disease Type III', 'Humans', 'Out-of-Hospital Cardiac Arrest', 'Time Factors']"
"Continuous electrocardiographic monitoring and cardiac arrest outcomes in 8,932 telemetry ward patients.",2000,Canada,M,unknown,D,unknown,"['Aged', 'Confidence Intervals', 'Electrocardiography, Ambulatory', 'Female', 'Follow-Up Studies', 'Heart Arrest', 'Humans', 'Male', 'Middle Aged', 'Monitoring, Physiologic', 'Ontario', 'Sensitivity and Specificity', 'Survival Rate', 'Telemetry']"
Quantitative versus standard pupillary light reflex for early prognostication in comatose cardiac arrest patients: an international prospective multicenter double-blinded study.,2018,Switzerland,Mauro,male,Fabio,male,"['Aged', 'Coma', 'Critical Care', 'Double-Blind Method', 'Evoked Potentials, Somatosensory', 'Female', 'Glasgow Coma Scale', 'Heart Arrest', 'Humans', 'Male', 'Middle Aged', 'Outcome Assessment, Health Care', 'Prognosis', 'Prospective Studies', 'Reflex, Pupillary', 'Sensitivity and Specificity']"
The chain of survival: Not all links are equal.,2018,,Charles,male,Charles,male,"['Cardiopulmonary Resuscitation', 'Delayed-Action Preparations', 'Electric Countershock', 'Emergency Medical Services', 'Humans', 'Out-of-Hospital Cardiac Arrest', 'Survival Analysis']"
Uncontrolled donation after circulatory death: comparison of two kidney preservation protocols on graft outcomes.,2018,France,Claire,female,Thomas,male,"['Adult', 'Delayed Graft Function', 'Female', 'Follow-Up Studies', 'Graft Rejection', 'Graft Survival', 'Heart Arrest', 'Humans', 'Kidney Transplantation', 'Male', 'Middle Aged', 'Organ Preservation', 'Retrospective Studies', 'Shock', 'Tissue Donors', 'Treatment Outcome']"
"Reply to Letter: ""To live and let die""--the search for the best way to identify at-risk patients?",2013,,Gary,male,David,male,"['Early Diagnosis', 'Female', 'Heart Arrest', 'Hospital Mortality', 'Humans', 'Male', 'Patient Admission', 'Risk Assessment']"
"The ability of the National Early Warning Score (NEWS) to discriminate patients at risk of early cardiac arrest, unanticipated intensive care unit admission, and death.",2013,,Gary,male,Peter,male,"['Aged', 'Early Diagnosis', 'Female', 'Heart Arrest', 'Hospital Mortality', 'Humans', 'Intensive Care Units', 'Male', 'Patient Admission', 'ROC Curve', 'Risk Assessment', 'Severity of Illness Index', 'United Kingdom', 'Vital Signs']"
Sonographic diagnosis of pulmonary embolism with cardiac arrest without major dilation of the right ventricle or direct sign of lower limb venous thrombosis.,2012,Italy,Giovanni,male,Mauro,male,"['Cerebral Hemorrhage', 'Critical Illness', 'Dilatation, Pathologic', 'Disease Progression', 'Echocardiography, Doppler', 'Emergency Service, Hospital', 'Fatal Outcome', 'Female', 'Heart Arrest', 'Heart Ventricles', 'Humans', 'Iliac Vein', 'Phlebography', 'Pulmonary Embolism', 'Risk Assessment', 'Ultrasonography, Doppler, Pulsed', 'Venous Thrombosis', 'Young Adult']"
Developing an Electroencephalogram-based Model to Predict Awakening after Cardiac Arrest Using Partial Processing with the BIS Engine.,2025,Canada,Samuel,male,Christopher,male,"['Humans', 'Electroencephalography', 'Heart Arrest', 'Retrospective Studies', 'Male', 'Female', 'Middle Aged', 'Aged', 'Cohort Studies', 'Consciousness Monitors', 'Predictive Value of Tests', 'Wakefulness', 'Coma', 'Neural Networks, Computer', 'Prognosis']"
Myocardial Infarction and Cardiac Arrest During Acquisition of 18 F-FDG PET/CT.,2024,United States,Bilal,male,Amitjeet,unknown,"['Humans', 'Fluorodeoxyglucose F18', 'Male', 'Positron Emission Tomography Computed Tomography', 'Aged, 80 and over', 'Heart Arrest', 'Myocardial Infarction']"
Postresuscitation care and prognostication after cardiac arrest-Does sex matter?,2022,Austria,Julia,female,Michael,male,"['Acute Kidney Injury', 'Biomarkers', 'Cardiopulmonary Resuscitation', 'Female', 'Heart Arrest', 'Humans', 'Hypothermia, Induced', 'Male', 'Phosphopyruvate Hydratase', 'tau Proteins']"
Clinical value of miR-191-5p in predicting the neurological outcome after out-of-hospital cardiac arrest.,2022,China,Jie,andy,Ying,andy,"['Biomarkers', 'Humans', 'MicroRNAs', 'Out-of-Hospital Cardiac Arrest', 'Prognosis', 'ROC Curve', 'Return of Spontaneous Circulation']"
Description of call handling in emergency medical dispatch centres in Scandinavia: recognition of out-of-hospital cardiac arrests and dispatcher-assisted CPR.,2021,Norway,Camilla,female,Thea,female,"['Aged', 'Aged, 80 and over', 'Cardiopulmonary Resuscitation', 'Emergency Medical Dispatch', 'Emergency Service, Hospital', 'Female', 'Humans', 'Incidence', 'Male', 'Middle Aged', 'Out-of-Hospital Cardiac Arrest', 'Registries', 'Scandinavian and Nordic Countries']"
Coronary Angiography in Patients Resuscitated From Cardiac Arrest Without ST-Segment Elevation: Does It Confer Survival Benefit?,2020,United States,Ahmed,male,Omar,male,"['Aged', 'Coronary Angiography', 'Female', 'Humans', 'Male', 'Middle Aged', 'Out-of-Hospital Cardiac Arrest', 'Predictive Value of Tests', 'Randomized Controlled Trials as Topic', 'Resuscitation', 'Risk Factors', 'Time Factors', 'Treatment Outcome']"
"Logistic early warning scores to predict death, cardiac arrest or unplanned intensive care unit re-admission after cardiac surgery.",2020,,Y-D,unknown,J,unknown,"['Cardiac Surgical Procedures', 'Early Warning Score', 'Heart Arrest', 'Humans', 'Intensive Care Units', 'Patient Readmission', 'Predictive Value of Tests', 'Reproducibility of Results', 'Sensitivity and Specificity', 'United Kingdom']"
Effect of Public Reporting on the Utilization of Coronary Angiography After Out-of-Hospital Cardiac Arrest.,2019,Israel,Ashwin,unknown,Jay,male,"['Aged', 'Aged, 80 and over', 'Coronary Angiography', 'Databases, Factual', 'Female', 'Hospital Mortality', 'Humans', 'Male', 'Middle Aged', 'Out-of-Hospital Cardiac Arrest', 'Percutaneous Coronary Intervention', ""Practice Patterns, Physicians'"", 'Predictive Value of Tests', 'Public Reporting of Healthcare Data', 'Risk Assessment', 'Risk Factors', 'Time Factors', 'Treatment Outcome', 'United States']"
Clinically distinct electroencephalographic phenotypes of early myoclonus after cardiac arrest.,2016,United States,Jonathan,male,Maria,female,"['Case-Control Studies', 'Coma', 'Electroencephalography', 'Female', 'Heart Arrest', 'Humans', 'Male', 'Middle Aged', 'Myoclonus', 'Phenotype', 'Prognosis']"
Post-Resuscitation ECG for Selection of Patients for Immediate Coronary Angiography in Out-of-Hospital Cardiac Arrest.,2015,Norway,Henrik,male,Geir,male,"['Aged', 'Coronary Angiography', 'Coronary Stenosis', 'Electrocardiography', 'Female', 'Humans', 'Male', 'Middle Aged', 'Myocardial Infarction', 'Norway', 'Out-of-Hospital Cardiac Arrest', 'Patient Selection', 'Prospective Studies', 'Resuscitation', 'Survival Analysis', 'Treatment Outcome']"
Utility of intra-aortic balloon pump support for multivessel coronary artery spasm and cardiac arrest.,2014,China,Zhiping,andy,Bo,male,"['Coronary Vasospasm', 'Heart Arrest', 'Humans', 'Intra-Aortic Balloon Pumping', 'Male', 'Middle Aged']"
Feasibility of transradial coronary intervention in patients with cardiac arrest caused by acute coronary syndrome.,2014,Japan,Yukio,male,Tetsuya,male,"['Acute Coronary Syndrome', 'Aged', 'Aged, 80 and over', 'Cardiac Catheterization', 'Feasibility Studies', 'Female', 'Heart Arrest', 'Humans', 'Male', 'Middle Aged', 'Radial Artery', 'Retrospective Studies']"
