Title,Year,Country,First_Author_First,Predicted_First_Gender,Last_Author_First,Predicted_Last_Gender,MeSH_Clean
Dissecting the role of micro-RNAs as a diagnostic marker for polycystic ovary syndrome: a systematic review and meta-analysis.,2020,India,Ritu,female,Amita,female,"['Adult', 'Biomarkers', 'Case-Control Studies', 'Diagnostic Techniques, Endocrine', 'Diagnostic Techniques, Obstetrical and Gynecological', 'Female', 'Humans', 'MicroRNAs', 'Polycystic Ovary Syndrome']"
Metabolic alterations associated with polycystic ovary syndrome: A UPLC Q-Exactive based metabolomic study.,2020,China,Xiaojiao,unknown,Xiufeng,andy,"['Adult', 'Biomarkers', 'Chromatography, High Pressure Liquid', 'Female', 'Follicular Fluid', 'Humans', 'Metabolomics', 'Polycystic Ovary Syndrome']"
Identification of potential metabolic biomarkers of polycystic ovary syndrome in follicular fluid by SWATH mass spectrometry.,2019,China,Zhengao,unknown,Fang,andy,"['Adult', 'Amino Acids', 'Biomarkers', 'Fatty Acids, Nonesterified', 'Female', 'Follicular Fluid', 'Humans', 'Least-Squares Analysis', 'Lipids', 'Mass Spectrometry', 'Metabolomics', 'Ovarian Follicle', 'Polycystic Ovary Syndrome', 'Principal Component Analysis']"
UPLC/Q‑TOF‑MS based plasma metabolomics and clinical characteristics of polycystic ovarian syndrome.,2019,China,Xuemei,andy,Guoan,andy,"['Adolescent', 'Adult', 'Biomarkers', 'Case-Control Studies', 'Chromatography, Liquid', 'Female', 'Humans', 'Metabolomics', 'Plasma', 'Polycystic Ovary Syndrome', 'ROC Curve', 'Spectrometry, Mass, Electrospray Ionization', 'Young Adult']"
ACOG Practice Bulletin No. 194 Summary: Polycystic Ovary Syndrome.,2018,,,unknown,,unknown,"['Cardiovascular Diseases', 'Diabetes Mellitus, Type 2', 'Disease Management', 'Female', 'Humans', 'Hyperandrogenism', 'Infertility, Female', 'Ovulation', 'Polycystic Ovary Syndrome', 'Risk Factors']"
Polycystic Ovarian Syndrome - Issue 30.8.,2016,Singapore,Eu-Leong,unknown,Eu-Leong,unknown,"['Female', 'Humans', 'Polycystic Ovary Syndrome']"
Biomarkers: Polycystic ovary syndrome: steroid assessment for diagnosis.,2010,,Theresa,female,Robert,male,"['Androgens', 'Biomarkers', 'Estrogens', 'Female', 'Humans', 'Polycystic Ovary Syndrome']"
Prevalence of polycystic ovary syndrome in unselected women from southern China.,2008,China,Xiaoli,andy,Yuhong,andy,"['Adult', 'China', 'Cross-Sectional Studies', 'Female', 'Health Surveys', 'Humans', 'Polycystic Ovary Syndrome', 'Prevalence']"
Polycystic ovarian syndrome in a woman with polycystic kidney disease.,2008,,Irene,female,Dahlia,female,"['Adult', 'Female', 'Humans', 'Polycystic Kidney, Autosomal Dominant', 'Polycystic Ovary Syndrome', 'Ultrasonography']"
Risk prediction of gestational diabetes mellitus in women with polycystic ovary syndrome based on a nomogram model.,2023,China,Peilin,andy,Liqin,andy,"['Pregnancy', 'Female', 'Humans', 'Diabetes, Gestational', 'Polycystic Ovary Syndrome', 'Retrospective Studies', 'Glycated Hemoglobin', 'Nomograms', 'Risk Factors', 'Cholesterol']"
Adolescent polycystic ovary syndrome: a postpubertal central obesity syndrome.,2023,Belgium,Francis,male,Lourdes,female,"['Female', 'Adolescent', 'Humans', 'Polycystic Ovary Syndrome', 'Obesity, Abdominal', 'Obesity', 'Insulin Resistance']"
Is I-shaped uterus more common in patients with hyperandrogenism?,2022,Armenia,Karine,female,Armine,female,"['Abortion, Spontaneous', 'Female', 'Humans', 'Hyperandrogenism', 'Infertility', 'Polycystic Ovary Syndrome', 'Pregnancy', 'Urogenital Abnormalities', 'Uterus']"
Non-PCOS Hyperandrogenic Disorders in Adolescents.,2022,United States,M,unknown,Christine,female,"['Acne Vulgaris', 'Adolescent', 'Androgens', 'Female', 'Hirsutism', 'Humans', 'Hyperandrogenism', 'Polycystic Ovary Syndrome']"
Raman spectroscopy of follicular fluid and plasma with machine-learning algorithms for polycystic ovary syndrome screening.,2021,China,Xinyi,andy,Jichun,andy,"['Adult', 'Algorithms', 'Female', 'Follicular Fluid', 'Humans', 'Machine Learning', 'Mass Screening', 'Polycystic Ovary Syndrome', 'Principal Component Analysis', 'Spectrum Analysis, Raman', 'Young Adult']"
"A case report demonstrating the efficacy of a comprehensive cognitive-behavioral therapy approach for treating anxiety, depression, and problematic eating in polycystic ovarian syndrome.",2015,United States,John,male,Jack,male,"['Anxiety', 'Cognitive Behavioral Therapy', 'Depression', 'Feeding and Eating Disorders', 'Female', 'Humans', 'Polycystic Ovary Syndrome', 'Treatment Outcome', 'Young Adult']"
First reported case of sextuplets conceived via letrozole for ovulation induction.,2015,Canada,Gunwant,unknown,Tannys,unknown,"['Adult', 'Aromatase Inhibitors', 'Female', 'Humans', 'Infertility, Female', 'Letrozole', 'Multiple Birth Offspring', 'Nitriles', 'Ovulation Induction', 'Polycystic Ovary Syndrome', 'Pregnancy', 'Triazoles']"
Association between retinol-binding protein 4 and polycystic ovary syndrome: a meta-analysis.,2014,China,Jue,andy,Guoyue,unknown,"['Biomarkers', 'Female', 'Humans', 'Obesity', 'Polycystic Ovary Syndrome', 'Retinol-Binding Proteins, Plasma']"
The degree of cycle irregularity correlates with the grade of endocrine and metabolic disorders in PCOS patients.,2010,Germany,Thomas,male,Helena,female,"['Adult', 'Amenorrhea', 'Body Mass Index', 'Cross-Sectional Studies', 'Fasting', 'Female', 'Gonadotropin-Releasing Hormone', 'Humans', 'Insulin', 'Insulin Resistance', 'Menstrual Cycle', 'Oligomenorrhea', 'Polycystic Ovary Syndrome']"
Polycystic ovary syndrome in adolescents.,2008,,S,unknown,S,unknown,"['Adolescent', 'Androgens', 'Anovulation', 'Child', 'Child Nutritional Physiological Phenomena', 'Female', 'Genetic Predisposition to Disease', 'Humans', 'Polycystic Ovary Syndrome', 'Prevalence']"
Metabolic syndrome in polycystic ovary syndrome.,2007,,Thomas,male,John,male,"['Abdominal Fat', 'Female', 'Humans', 'Insulin Resistance', 'Metabolic Syndrome', 'Polycystic Ovary Syndrome', 'Prevalence']"
"Global fibrinolytic capacity is decreased in polycystic ovary syndrome, suggesting a prothrombotic state.",2002,,Bülent,male,Miyase,female,"['Adult', 'Blood Coagulation', 'Blood Coagulation Tests', 'Female', 'Fibrinolysis', 'Humans', 'Polycystic Ovary Syndrome', 'Thrombosis']"
Diagnosis of the polycystic ovary syndrome in adolescence: comparison of adolescent and adult hyperandrogenism.,2000,United States,R,unknown,R,unknown,"['Adolescent', 'Adrenocorticotropic Hormone', 'Child', 'Dexamethasone', 'Female', 'Glucocorticoids', 'Gonadotropin-Releasing Hormone', 'Humans', 'Ovarian Function Tests', 'Polycystic Ovary Syndrome', 'Puberty, Precocious', 'Ultrasonography']"
The PCOS Phenotype in Unselected Populations study: ethnic variation in population-based normative cut-offs for defining hirsutism.,2025,Australia,Asmamaw,unknown,Ricardo,male,"['Humans', 'Female', 'Hirsutism', 'Adult', 'Polycystic Ovary Syndrome', 'Adolescent', 'Young Adult', 'Middle Aged', 'Phenotype', 'Ethnicity', 'Cluster Analysis', 'United States']"
The Experience of Living With Polycystic Ovary Syndrome in the Military.,2024,United States,Dawnkimberly,unknown,Gwenyth,female,"['Female', 'Humans', 'Polycystic Ovary Syndrome', 'Overweight', 'Infertility', 'Reproduction', 'Obesity']"
Medical journey of patients with polycystic ovary syndrome and obesity: a cross-sectional survey of patients and primary care physicians.,2023,Jersey,Katherine,female,Lisa,female,"['Female', 'Humans', 'Polycystic Ovary Syndrome', 'Cross-Sectional Studies', 'Physicians, Primary Care', 'Obesity', 'Overweight']"
A study on lipoprotein-a and PAI-1 in women with polycystic ovary syndrome.,2022,India,Ashok,mostly_male,Amrendra,unknown,"['Adolescent', 'Adult', 'Biomarkers', 'Blood Glucose', 'Body Mass Index', 'Cardiovascular Diseases', 'Case-Control Studies', 'Cholesterol', 'Female', 'Follicle Stimulating Hormone', 'Humans', 'Lipoprotein(a)', 'Lipoproteins, HDL', 'Lipoproteins, LDL', 'Plasminogen Activator Inhibitor 1', 'Polycystic Ovary Syndrome', 'Thyrotropin', 'Triglycerides', 'Young Adult']"
Emerging Metabolomics Biomarkers of Polycystic Ovarian Syndrome; Targeting the Master Metabolic Disrupters for Diagnosis and Treatment.,2018,Canada,Maxwell,male,Kenneth,male,"['Animals', 'Biomarkers', 'Blood Glucose', 'Female', 'Humans', 'Metabolic Networks and Pathways', 'Metabolomics', 'Polycystic Ovary Syndrome', 'Treatment Outcome']"
Health-related quality of life in patients with polycystic ovary syndrome: validation of the German PCOSQ-G.,2018,Austria,B,unknown,D,unknown,"['Adolescent', 'Adult', 'Anxiety', 'Austria', 'Case-Control Studies', 'Depression', 'Female', 'Health Status', 'Humans', 'Middle Aged', 'Polycystic Ovary Syndrome', 'Psychiatric Status Rating Scales', 'Psychometrics', 'Quality of Life', 'Reproducibility of Results', 'Surveys and Questionnaires']"
A novel method to demonstrate that pregnant women with polycystic ovary syndrome hyper-expose their fetus to androgens as a possible stepping stone for the developmental theory of PCOS. A pilot study.,2017,,Roy,male,Alison,female,"['Androgens', 'Female', 'Genomic Imprinting', 'Humans', 'Infant, Newborn', 'Pilot Projects', 'Polycystic Ovary Syndrome', 'Pregnancy', 'Prenatal Exposure Delayed Effects', 'Sebum']"
Evaluating reported candidate gene associations with polycystic ovary syndrome.,2013,United States,Cindy,female,Corrine,female,"['Adolescent', 'Adult', 'Case-Control Studies', 'Female', 'Genetic Association Studies', 'Genetic Markers', 'Humans', 'Middle Aged', 'Polycystic Ovary Syndrome', 'Young Adult']"
Polycystic ovary syndrome: validated questionnaire for use in diagnosis.,2007,,Sue,female,Bernard,male,"['Acne Vulgaris', 'Adult', 'Female', 'Hirsutism', 'Humans', 'Infertility, Female', 'Logistic Models', 'Menstruation Disturbances', 'Polycystic Ovary Syndrome', 'Predictive Value of Tests', 'Risk Factors', 'Surveys and Questionnaires']"
Prevalence and characteristics of the polycystic ovary syndrome in overweight and obese women.,2006,Spain,Francisco,male,Héctor,male,"['Adult', 'Blood Chemical Analysis', 'Body Mass Index', 'Female', 'Humans', 'Middle Aged', 'Obesity', 'Overweight', 'Polycystic Ovary Syndrome', 'Prevalence', 'Prospective Studies', 'Spain']"
The existence of a male equivalent of the polycystic ovary syndrome--the present state of the issue.,2006,,M,unknown,L,unknown,"['Alopecia', 'Endocrine System Diseases', 'Female', 'Gonadal Disorders', 'Humans', 'Insulin Resistance', 'Male', 'Polycystic Ovary Syndrome']"
Insulin resistance syndrome and polycystic ovary syndrome: implications for diagnosis and treatment.,2005,Germany,S,unknown,O,unknown,"['Animals', 'C-Reactive Protein', 'Endothelial Cells', 'Female', 'Glucose Intolerance', 'Humans', 'Insulin Resistance', 'Metabolic Syndrome', 'Polycystic Ovary Syndrome']"
Metabolic syndrome in polycystic ovary syndrome (PCOS): lower prevalence in southern Italy than in the USA and the influence of criteria for the diagnosis of PCOS.,2006,Italy,E,unknown,R,unknown,"['Adolescent', 'Adult', 'Female', 'Humans', 'Hypertriglyceridemia', 'Italy', 'Metabolic Syndrome', 'Polycystic Ovary Syndrome', 'Prevalence', 'United States']"
"Polycystic ovary syndrome (PCOS), insulin resistance and insulin-like growth factors (IGfs)/IGF-binding proteins (IGFBPs).",2003,,Hsin-Shih,unknown,Tzu-Hao,unknown,"['Androgen Antagonists', 'Female', 'Humans', 'Insulin Resistance', 'Insulin-Like Growth Factor Binding Protein 1', 'Insulin-Like Growth Factor I', 'Ovulation Induction', 'Polycystic Ovary Syndrome', 'Puberty']"
Clinical characteristics of women captured by extending the definition of severe postpartum haemorrhage with 'refractoriness to treatment': a cohort study.,2019,Netherlands,Dacia,female,Johanna,female,"['Adult', 'Blood Transfusion', 'Embolization, Therapeutic', 'Female', 'Follow-Up Studies', 'Humans', 'Hysterectomy', 'Incidence', 'Infant, Newborn', 'Netherlands', 'Postpartum Hemorrhage', 'Pregnancy', 'Prognosis', 'Retrospective Studies', 'Risk Factors', 'Severity of Illness Index', 'Survival Rate']"
National and International Guidelines for Patient Blood Management in Obstetrics: A Qualitative Review.,2017,Israel,Ruth,female,Alexander,male,"['Blood Transfusion', 'Consensus', 'Female', 'Guideline Adherence', 'Humans', 'Obstetrics', 'Postpartum Hemorrhage', 'Practice Guidelines as Topic', ""Practice Patterns, Physicians'"", 'Pregnancy', 'Risk Factors', 'Societies, Medical', 'Transfusion Reaction', 'Treatment Outcome']"
Risk of peripartum hysterectomy in births after assisted reproductive technology.,2016,Italy,Antonella,female,Fabio,male,"['Case-Control Studies', 'Female', 'Fertility', 'Hospitals, University', 'Humans', 'Hysterectomy', 'Infertility', 'Logistic Models', 'Multivariate Analysis', 'Odds Ratio', 'Postpartum Hemorrhage', 'Pregnancy', 'Reproductive Techniques, Assisted', 'Risk Assessment', 'Risk Factors', 'Treatment Outcome']"
Novel use of contrast-enhanced sonography in the diagnosis of central uterine necrosis following embolization for postpartum hemorrhage.,2013,France,Hélène,female,Henri,male,"['Adult', 'Contrast Media', 'Embolization, Therapeutic', 'Female', 'Humans', 'Image Enhancement', 'Necrosis', 'Phospholipids', 'Postpartum Hemorrhage', 'Reproducibility of Results', 'Sensitivity and Specificity', 'Sulfur Hexafluoride', 'Ultrasonography', 'Uterus']"
Vaginal bleeding associated with pregnancy.,2000,United States,J,unknown,F,unknown,"['Diagnosis, Differential', 'Female', 'Humans', 'Placenta Diseases', 'Postpartum Hemorrhage', 'Pregnancy', 'Pregnancy Complications', 'Uterine Diseases', 'Uterine Hemorrhage']"
Diagnosis and morbidity of placenta accreta.,2011,United States,T,unknown,A,unknown,"['Cesarean Section, Repeat', 'Cohort Studies', 'Female', 'Humans', 'Hysterectomy', 'Placenta Accreta', 'Placenta Previa', 'Postpartum Hemorrhage', 'Predictive Value of Tests', 'Pregnancy', 'Retrospective Studies', 'Risk Factors', 'San Francisco', 'Sensitivity and Specificity', 'Ultrasonography, Prenatal']"
A survey of interventional radiology for the management of obstetric haemorrhage in the United Kingdom.,2010,,V,unknown,P,unknown,"['Adult', 'Data Collection', 'Databases, Factual', 'Female', 'Health Care Surveys', 'Humans', 'Obstetric Labor Complications', 'Obstetrics and Gynecology Department, Hospital', 'Postpartum Hemorrhage', 'Pregnancy', 'Radiography', 'Radiology, Interventional', 'United Kingdom']"
Maternal coagulation disorders and postpartum hemorrhage.,2010,United States,Robert,male,Heather,female,"['Algorithms', 'Blood Coagulation Disorders', 'Blood Platelet Disorders', 'Disseminated Intravascular Coagulation', 'Female', 'Hemostatic Techniques', 'Humans', 'Postpartum Hemorrhage', 'Pregnancy', 'Thrombocytopenia']"
A principled framework for phenotyping postpartum hemorrhage across multiple levels of severity.,2019,United States,Matthew,male,Dena,female,"['Blood Transfusion', 'Cohort Studies', 'Electronic Health Records', 'Female', 'Hematocrit', 'Humans', 'Logistic Models', 'Maternal Mortality', 'New York City', 'Patient Acuity', 'Postpartum Hemorrhage', 'Sensitivity and Specificity', 'Severity of Illness Index', 'United States']"
Assessment of Coagulation by Thromboelastography During Ongoing Postpartum Hemorrhage: A Retrospective Cohort Analysis.,2020,France,Agnes,female,Isabelle,female,"['Adult', 'Blood Coagulation', 'Blood Coagulation Disorders', 'Cohort Studies', 'Female', 'Hemostasis', 'Humans', 'Postpartum Hemorrhage', 'Pregnancy', 'Retrospective Studies', 'Thrombelastography']"
Postpartum hemorrhage treated with gelfoam slurry embolization using the superselective technique: immediate results and 1-month MRI follow-up.,2013,France,Olivier,male,Marc,male,"['Adult', 'Angiography', 'Cohort Studies', 'Female', 'Follow-Up Studies', 'France', 'Gelatin Sponge, Absorbable', 'Humans', 'Magnetic Resonance Angiography', 'Postpartum Hemorrhage', 'Pregnancy', 'Radiology, Interventional', 'Retrospective Studies', 'Risk Assessment', 'Time Factors', 'Treatment Outcome', 'Uterine Artery', 'Uterine Artery Embolization', 'Young Adult']"
Clinical and ultrasound characteristics of deep endometriosis affecting sacral plexus.,2024,Hungary,G,unknown,G,unknown,"['Humans', 'Female', 'Endometriosis', 'Adult', 'Retrospective Studies', 'Middle Aged', 'Lumbosacral Plexus', 'Ultrasonography', 'Pelvic Pain', 'Paresthesia']"
Sonomorphologic Changes in Colorectal Deep Endometriosis: The Long-Term Impact of Age and Hormonal Treatment.,2024,Germany,Simon,male,Joerg,unknown,"['Humans', 'Endometriosis', 'Female', 'Adult', 'Retrospective Studies', 'Rectal Diseases', 'Ultrasonography', 'Disease Progression', 'Age Factors', 'Middle Aged', 'Young Adult']"
Effects of a physical activity and endometriosis-based education program delivered by videoconference on endometriosis symptoms: the CRESCENDO program (inCRease physical Exercise and Sport to Combat ENDOmetriosis) protocol study.,2023,France,Géraldine,female,Aïna,unknown,"['Male', 'Humans', 'Female', 'Quality of Life', 'Endometriosis', 'Exercise', 'Pelvic Pain', 'Fatigue', 'Videoconferencing', 'Exercise Therapy', 'Randomized Controlled Trials as Topic', 'Multicenter Studies as Topic']"
Prospective diagnostic test accuracy of transvaginal ultrasound posterior approach for uterosacral ligament and torus uterinus deep endometriosis.,2024,Canada,S,unknown,M,unknown,"['Female', 'Pregnancy', 'Humans', 'Vagina', 'Endometriosis', 'Sensitivity and Specificity', 'Prospective Studies', 'Ultrasonography', 'Ligaments', 'Diagnostic Tests, Routine']"
Evaluation and comparison of the accuracy of transvaginal ultrasound and MRI for the diagnosis of deep rectal endometriosis: A cross-sectional study.,2023,,Saeed,male,Alimohammad,unknown,"['Female', 'Humans', 'Cross-Sectional Studies', 'Endometriosis', 'Sensitivity and Specificity', 'Rectum', 'Ultrasonography', 'Magnetic Resonance Imaging', 'Rectal Diseases', 'Vagina']"
